numero,Coord_x,Coord_y
1,474776,1144226
2,474780,1144226
3,474784,1144226
4,474788,1144226
5,474793,1144226
6,474797,1144226
7,474801,1144226
8,474805,1144226
9,474809,1144226
10,474818,1144226
11,474822,1144226
12,474826,1144226
13,474830,1144226
14,474835,1144226
15,474839,1144226
16,474843,1144226
17,474847,1144227
18,474851,1144227
19,474856,1144227
20,474860,1144227
21,474864,1144227
22,474868,1144227
23,474872,1144227
24,474877,1144227
25,474881,1144227
26,474885,1144227
27,474889,1144227
28,474893,1144228
29,474898,1144228
30,474902,1144228
31,474906,1144228
32,474910,1144228
33,474915,1144228
34,474919,1144228
35,474923,1144228
36,474927,1144228
37,474931,1144228
38,474936,1144228
39,474940,1144228
40,474944,1144228
41,474948,1144228
42,474952,1144228
43,474957,1144228
44,474961,1144228
45,474965,1144228
46,474969,1144228
47,474973,1144228
48,474977,1144229
49,474982,1144229
50,474986,1144229
51,474990,1144229
52,474994,1144229
53,474998,1144229
54,475003,1144229
55,475007,1144229
56,475011,1144229
57,475015,1144229
58,475019,1144229
59,475024,1144229
60,475028,1144229
61,475032,1144229
62,475036,1144229
63,475040,1144229
64,475045,1144229
65,475049,1144229
66,475053,1144229
67,475057,1144229
68,475061,1144229
69,475066,1144229
70,475070,1144229
71,475074,1144230
72,475078,1144230
73,475082,1144230
74,475087,1144230
75,475091,1144230
76,475095,1144230
77,475099,1144230
78,475103,1144230
79,475108,1144230
80,475112,1144230
81,475116,1144230
82,475120,1144230
83,475124,1144230
84,475128,1144230
85,475133,1144230
86,475137,1144231
87,475141,1144231
88,475145,1144231
89,475149,1144231
90,475154,1144231
91,475158,1144231
92,475162,1144231
93,475166,1144231
94,475170,1144231
95,475175,1144231
96,475179,1144231
97,475183,1144231
98,475187,1144231
99,475191,1144231
100,475196,1144231
101,475200,1144232
102,475204,1144232
103,475208,1144232
104,475212,1144232
105,475216,1144232
106,475221,1144232
107,475225,1144232
108,475229,1144232
109,475233,1144232
110,475237,1144232
111,475242,1144232
112,475246,1144232
113,475250,1144232
114,475254,1144232
115,475258,1144232
116,475263,1144232
117,475267,1144232
118,475271,1144232
119,475275,1144232
120,475279,1144232
121,475284,1144232
122,475288,1144232
123,475292,1144232
124,475296,1144232
125,475300,1144232
126,475304,1144232
127,475309,1144232
128,475313,1144232
129,475317,1144232
130,475321,1144233
131,475325,1144233
132,475330,1144233
133,475334,1144233
134,475338,1144233
135,475342,1144233
136,475346,1144233
137,475351,1144233
138,475355,1144233
139,475359,1144232
140,475363,1144232
141,475367,1144232
142,475372,1144232
143,475376,1144231
144,475380,1144231
145,475384,1144231
146,475388,1144230
147,475392,1144230
148,475396,1144229
149,475401,1144228
150,475405,1144228
151,475409,1144227
152,475413,1144226
153,475417,1144225
154,475421,1144225
155,475425,1144224
156,475429,1144223
157,475434,1144222
158,475438,1144221
159,475442,1144219
160,475446,1144218
161,475450,1144217
162,475454,1144216
163,475458,1144214
164,475462,1144213
165,475466,1144212
166,475469,1144210
167,475474,1144209
168,475477,1144207
169,475481,1144206
170,475485,1144204
171,475489,1144203
172,475493,1144201
173,475497,1144200
174,475501,1144198
175,475505,1144196
176,475508,1144195
177,475512,1144193
178,475516,1144191
179,475520,1144189
180,475524,1144187
181,475527,1144186
182,475531,1144184
183,475535,1144182
184,475538,1144180
185,475542,1144178
186,475546,1144176
187,475549,1144173
188,475553,1144171
189,475556,1144169
190,475560,1144166
191,475563,1144164
192,475567,1144162
193,475570,1144159
194,475574,1144157
195,475577,1144154
196,475581,1144152
197,475584,1144150
198,475587,1144147
199,475591,1144145
200,475594,1144142
201,475597,1144140
202,475601,1144137
203,475604,1144135
204,475607,1144132
205,475611,1144130
206,475614,1144127
207,475618,1144125
208,475621,1144122
209,475624,1144120
210,475628,1144117
211,475631,1144115
212,475634,1144112
213,475638,1144110
214,475641,1144107
215,475644,1144105
216,475648,1144102
217,475651,1144100
218,475654,1144097
219,475658,1144095
220,475661,1144092
221,475664,1144090
222,475668,1144087
223,475671,1144085
224,475674,1144082
225,475678,1144080
226,475681,1144077
227,475684,1144075
228,475688,1144072
229,475691,1144070
230,475694,1144067
231,475698,1144065
232,475701,1144062
233,475704,1144060
234,475708,1144058
235,475711,1144055
236,475715,1144053
237,475718,1144050
238,475721,1144048
239,475725,1144045
240,475728,1144043
241,475731,1144040
242,475735,1144038
243,475738,1144035
244,475742,1144033
245,475745,1144030
246,475748,1144028
247,475752,1144026
248,475755,1144023
249,475759,1144021
250,475762,1144018
251,475765,1144016
252,475769,1144013
253,475772,1144011
254,475775,1144008
255,475779,1144006
256,475782,1144003
257,475786,1144001
258,475789,1143998
259,475792,1143996
260,475796,1143993
261,475799,1143991
262,475802,1143988
263,475806,1143986
264,475809,1143983
265,475812,1143981
266,475816,1143978
267,475819,1143976
268,475822,1143974
269,475826,1143971
270,475829,1143969
271,475833,1143966
272,475836,1143964
273,475839,1143961
274,475843,1143959
275,475846,1143957
276,475850,1143954
277,475853,1143952
278,475857,1143949
279,475860,1143947
280,475863,1143945
281,475867,1143942
282,475870,1143940
283,475874,1143938
284,475877,1143935
285,475881,1143933
286,475884,1143931
287,475888,1143928
288,475891,1143926
289,475895,1143924
290,475898,1143921
291,475902,1143919
292,475905,1143917
293,475909,1143915
294,475912,1143912
295,475916,1143910
296,475919,1143908
297,475923,1143906
298,475926,1143903
299,475930,1143901
300,475933,1143899
301,475937,1143897
302,475940,1143894
303,475944,1143892
304,475948,1143890
305,475951,1143888
306,475955,1143886
307,475958,1143884
308,475962,1143881
309,475965,1143879
310,475969,1143877
311,475973,1143875
312,475976,1143873
313,475980,1143871
314,475983,1143869
315,475987,1143866
316,475991,1143864
317,475994,1143862
318,475998,1143860
319,476001,1143858
320,476005,1143856
321,476009,1143854
322,476012,1143852
323,476016,1143850
324,476020,1143848
325,476023,1143846
326,476027,1143844
327,476031,1143842
328,476034,1143840
329,476038,1143838
330,476042,1143836
331,476045,1143834
332,476049,1143832
333,476053,1143830
334,476056,1143828
335,476060,1143826
336,476064,1143823
337,476067,1143821
338,476071,1143819
339,476075,1143817
340,476078,1143815
341,476082,1143813
342,476085,1143811
343,476089,1143809
344,476093,1143806
345,476096,1143804
346,476100,1143802
347,476104,1143800
348,476107,1143798
349,476111,1143796
350,476114,1143794
351,476118,1143792
352,476121,1143790
353,476125,1143788
354,476129,1143785
355,476132,1143783
356,476136,1143781
357,476140,1143779
358,476143,1143777
359,476147,1143775
360,476151,1143773
361,476154,1143771
362,476158,1143769
363,476162,1143767
364,476165,1143765
365,476169,1143762
366,476173,1143760
367,476176,1143758
368,476180,1143756
369,476184,1143754
370,476187,1143752
371,476191,1143750
372,476194,1143748
373,476198,1143745
374,476202,1143743
375,476205,1143741
376,476209,1143739
377,476212,1143737
378,476216,1143735
379,476220,1143733
380,476223,1143731
381,476227,1143728
382,476231,1143726
383,476234,1143724
384,476238,1143722
385,476241,1143720
386,476245,1143718
387,476249,1143716
388,476252,1143714
389,476256,1143712
390,476260,1143710
391,476264,1143708
392,476267,1143706
393,476271,1143704
394,476274,1143702
395,476278,1143699
396,476281,1143697
397,476285,1143695
398,476288,1143692
399,476292,1143690
400,476295,1143688
401,476299,1143685
402,476302,1143683
403,476306,1143681
404,476310,1143678
405,476313,1143676
406,476316,1143674
407,476320,1143671
408,476323,1143669
409,476326,1143666
410,476330,1143664
411,476333,1143661
412,476337,1143659
413,476340,1143656
414,476343,1143653
415,476347,1143651
416,476350,1143648
417,476353,1143645
418,476356,1143642
419,476359,1143639
420,476362,1143636
421,476365,1143633
422,476371,1143627
423,476374,1143624
424,476377,1143621
425,476380,1143618
426,476383,1143615
427,476386,1143612
428,476389,1143609
429,476392,1143606
430,476394,1143603
431,476397,1143599
432,476400,1143596
433,476403,1143593
434,476405,1143590
435,476408,1143586
436,476411,1143583
437,476413,1143580
438,476416,1143577
439,476418,1143573
440,476421,1143570
441,476424,1143566
442,476426,1143563
443,476428,1143560
444,476431,1143556
445,476433,1143553
446,476436,1143549
447,476438,1143546
448,476440,1143542
449,476442,1143539
450,476444,1143535
451,476447,1143531
452,476449,1143528
453,476451,1143524
454,476453,1143520
455,476456,1143517
456,476458,1143513
457,476460,1143510
458,476462,1143506
459,476464,1143502
460,476466,1143499
461,476469,1143495
462,476471,1143491
463,476473,1143488
464,476475,1143484
465,476477,1143481
466,476479,1143477
467,476481,1143474
468,476484,1143470
469,476486,1143466
470,476488,1143463
471,476490,1143459
472,476492,1143455
473,476494,1143452
474,476497,1143448
475,476499,1143445
476,476501,1143441
477,476503,1143437
478,476505,1143434
479,476508,1143430
480,476510,1143426
481,476512,1143423
482,476514,1143419
483,476517,1143416
484,476519,1143412
485,476521,1143408
486,476523,1143405
487,476525,1143401
488,476527,1143398
489,476530,1143394
490,476532,1143390
491,476534,1143387
492,476536,1143383
493,476538,1143380
494,476541,1143376
495,476543,1143373
496,476545,1143369
497,476547,1143365
498,476550,1143362
499,476552,1143358
500,476554,1143354
501,476556,1143351
502,476558,1143347
503,476561,1143344
504,476563,1143340
505,476565,1143337
506,476567,1143333
507,476569,1143330
508,476572,1143326
509,476574,1143322
510,476576,1143319
511,476578,1143315
512,476580,1143311
513,476583,1143308
514,476585,1143304
515,476587,1143301
516,476589,1143297
517,476591,1143293
518,476593,1143290
519,476595,1143286
520,476598,1143282
521,476600,1143279
522,476602,1143275
523,476604,1143272
524,476606,1143268
525,476608,1143264
526,476611,1143261
527,476613,1143257
528,476615,1143254
529,476617,1143250
530,476619,1143246
531,476624,1143239
532,476626,1143235
533,476628,1143232
534,476630,1143228
535,476632,1143225
536,476635,1143221
537,476637,1143218
538,476639,1143214
539,476641,1143210
540,476643,1143207
541,476646,1143203
542,476648,1143200
543,476650,1143196
544,476652,1143192
545,476654,1143189
546,476657,1143185
547,476659,1143182
548,476661,1143178
549,476663,1143174
550,476665,1143171
551,476668,1143167
552,476670,1143164
553,476672,1143160
554,476674,1143156
555,476676,1143153
556,476678,1143149
557,476681,1143146
558,476683,1143142
559,476685,1143138
560,476687,1143135
561,476689,1143131
562,476692,1143128
563,476694,1143124
564,476696,1143121
565,476698,1143117
566,476700,1143113
567,476703,1143110
568,476705,1143106
569,476707,1143103
570,476709,1143099
571,476711,1143096
572,476714,1143092
573,476716,1143089
574,476718,1143085
575,476720,1143081
576,476723,1143078
577,476725,1143075
578,476727,1143071
579,476730,1143067
580,476732,1143064
581,476734,1143060
582,476736,1143057
583,476738,1143053
584,476741,1143050
585,476743,1143046
586,476745,1143042
587,476747,1143039
588,476750,1143035
589,476752,1143032
590,476754,1143028
591,476756,1143024
592,476759,1143021
593,476761,1143017
594,476763,1143014
595,476765,1143010
596,476767,1143007
597,476769,1143003
598,476772,1142999
599,476774,1142996
600,476776,1142992
601,476778,1142988
602,476780,1142985
603,476782,1142981
604,476784,1142978
605,476786,1142974
606,476789,1142970
607,476791,1142967
608,476793,1142963
609,476795,1142960
610,476798,1142956
611,476800,1142953
612,476803,1142950
613,476806,1142947
614,476808,1142943
615,476811,1142940
616,476814,1142937
617,476817,1142935
618,476820,1142932
619,476823,1142929
620,476827,1142926
621,476830,1142924
622,476833,1142921
623,476837,1142919
624,476840,1142917
625,476844,1142915
626,476848,1142913
627,476851,1142911
628,476855,1142909
629,476859,1142907
630,476863,1142906
631,476867,1142904
632,476870,1142903
633,476874,1142901
634,476878,1142900
635,476882,1142899
636,476886,1142898
637,476891,1142897
638,476895,1142896
639,476899,1142895
640,476903,1142895
641,476907,1142894
642,476911,1142894
643,476916,1142894
644,476920,1142893
645,476924,1142893
646,476928,1142893
647,476932,1142893
648,476937,1142892
649,476941,1142892
650,476945,1142892
651,476949,1142892
652,476953,1142892
653,476958,1142892
654,476962,1142892
655,476966,1142891
656,476970,1142891
657,476974,1142891
658,476978,1142891
659,476983,1142891
660,476987,1142891
661,476991,1142891
662,476995,1142890
663,476999,1142890
664,477003,1142890
665,477008,1142890
666,477012,1142890
667,477016,1142890
668,477020,1142890
669,477024,1142889
670,477028,1142889
671,477033,1142889
672,477037,1142889
673,477041,1142889
674,477045,1142889
675,477049,1142889
676,477054,1142888
677,477058,1142888
678,477062,1142888
679,477066,1142888
680,477070,1142888
681,477075,1142888
682,477079,1142888
683,477083,1142888
684,477087,1142888
685,477091,1142888
686,477096,1142887
687,477100,1142887
688,477104,1142887
689,477108,1142887
690,477112,1142887
691,477117,1142887
692,477121,1142887
693,477125,1142887
694,477129,1142887
695,477133,1142886
696,477138,1142886
697,477142,1142886
698,477146,1142885
699,477150,1142885
700,477154,1142885
701,477158,1142884
702,477163,1142884
703,477167,1142883
704,477171,1142883
705,477175,1142883
706,477179,1142883
707,477184,1142883
708,477188,1142882
709,477192,1142882
710,477196,1142882
711,477200,1142882
712,477204,1142882
713,477209,1142882
714,477213,1142882
715,477217,1142882
716,477221,1142882
717,477225,1142882
718,477230,1142882
719,477234,1142882
720,477238,1142882
721,477242,1142882
722,477246,1142882
723,477251,1142882
724,477255,1142883
725,477259,1142883
726,477263,1142883
727,477267,1142883
728,477272,1142883
729,477276,1142883
730,477280,1142882
731,477284,1142882
732,477288,1142882
733,477293,1142882
734,477297,1142882
735,477301,1142882
736,477305,1142882
737,477309,1142882
738,477314,1142881
739,477318,1142881
740,477322,1142881
741,477326,1142881
742,477330,1142881
743,477334,1142881
744,477339,1142880
745,477343,1142880
746,477347,1142880
747,477351,1142880
748,477356,1142880
749,477360,1142879
750,477368,1142879
751,477372,1142879
752,477377,1142879
753,477381,1142879
754,477385,1142879
755,477389,1142878
756,477393,1142878
757,477398,1142878
758,477402,1142878
759,477406,1142878
760,477410,1142878
761,477414,1142878
762,477419,1142878
763,477423,1142878
764,477427,1142877
765,477431,1142877
766,477435,1142877
767,477440,1142877
768,477444,1142877
769,477448,1142877
770,477452,1142877
771,477457,1142877
772,477461,1142877
773,477465,1142877
774,477469,1142876
775,477473,1142876
776,477478,1142876
777,477482,1142876
778,477486,1142876
779,477490,1142876
780,477494,1142876
781,477498,1142876
782,477503,1142876
783,477507,1142875
784,477511,1142875
785,477515,1142875
786,477519,1142875
787,477524,1142875
788,477528,1142875
789,477532,1142875
790,477536,1142874
791,477540,1142874
792,477545,1142874
