num;coord_x;coord_y
213;-85.450652000;11.060819950
214;-85.450194000;11.061193090
215;-85.449827200;11.061406820
216;-85.448886200;11.061751990
217;-85.448044900;11.062096680
218;-85.446653000;11.062686260
219;-85.446178600;11.062839930
220;-85.445703600;11.062887630
221;-85.445066900;11.062754410
222;-85.444452800;11.062552950
223;-85.444138000;11.062425760
224;-85.443823800;11.062434830
225;-85.443487200;11.062565130
226;-85.442876400;11.063037410
227;-85.442357300;11.063441110
228;-85.440982600;11.064431800
229;-85.439760800;11.065330910
230;-85.438584900;11.066229800
231;-85.437836400;11.066748140
232;-85.437171600;11.067144960
233;-85.436391600;11.067496900
234;-85.435702200;11.067583450
235;-85.433785200;11.067380590
236;-85.432642300;11.067174050
237;-85.431177300;11.066923600
238;-85.430755100;11.066789340
239;-85.430485500;11.066518090
240;-85.430176800;11.066065330
241;-85.430045200;11.065793420
242;-85.429981700;11.065347080
243;-85.430033300;11.064922900
244;-85.430098700;11.064188270
245;-85.430050100;11.063643440
246;-85.429706700;11.062373260
247;-85.429550300;11.061730520
248;-85.429262200;11.060793170
249;-85.429076600;11.060445820
250;-85.428892000;11.060302850
251;-85.428470000;11.060214010
252;-85.427995200;11.060291950
253;-85.426664000;11.060767600
254;-85.425340700;11.061281050
255;-85.424652400;11.061587110
256;-85.423849200;11.061901280
257;-85.423160100;11.062025650
258;-85.422623200;11.061937330
259;-85.421395600;11.061655440
260;-85.419945400;11.061291310
261;-85.418594700;11.060904000
262;-85.417720000;11.060703700
263;-85.417206200;11.060622840
264;-85.416378700;11.060672140
265;-85.415727600;11.060743320
266;-85.415513100;11.060751900
267;-85.415297500;11.060540940
268;-85.415173900;11.060344690
269;-85.414718600;11.059695770
270;-85.414187100;11.059122910
271;-85.413570900;11.058489890
272;-85.412770300;11.057744170
273;-85.412139100;11.057164200
274;-85.411946700;11.056983410
275;-85.410877400;11.056148100
276;-85.409400800;11.055072420
277;-85.408231800;11.054199710
278;-85.406924500;11.053259500
279;-85.406663000;11.053079030
280;-85.405917800;11.052681260
281;-85.404888200;11.052140980
282;-85.404089100;11.051698040
283;-85.402798900;11.051121110
284;-85.400917200;11.050259240
285;-85.400041600;11.049854490
286;-85.399572900;11.049584130
287;-85.399311500;11.049418790
288;-85.398649200;11.048725370
289;-85.397848300;11.047919040
290;-85.397248800;11.047543290
291;-85.396289300;11.047222200
292;-85.395437200;11.046915740
293;-85.394853400;11.046615620
294;-85.394361300;11.046269650
295;-85.393946200;11.045999030
296;-85.393485900;11.045895160
297;-85.393079400;11.045828900
298;-85.392558700;11.045922140
299;-85.391916000;11.046137070
300;-85.389957500;11.046857690
301;-85.388671800;11.047234540
302;-85.388035900;11.047267740
303;-85.387077500;11.047173720
304;-85.386134100;11.047019070
305;-85.385152100;11.046788880
306;-85.384623000;11.046723170
307;-85.383956500;11.046771640
308;-85.382670000;11.046974350
309;-85.381421600;11.047139030
310;-85.379675600;11.047434680
311;-85.378725700;11.047514710
312;-85.378234800;11.047410960
313;-85.377796700;11.047140420
314;-85.377472700;11.046695240
315;-85.377333200;11.046347630
316;-85.377262000;11.045878590
317;-85.377335000;11.045106070
318;-85.377379600;11.044795480
319;-85.377241800;11.043183600
320;-85.377116800;11.042684520
321;-85.376931000;11.042268990
322;-85.376454400;11.041953200
323;-85.376047000;11.041705230
324;-85.375832100;11.041622930
325;-85.375433200;11.041533900
326;-85.374697500;11.041537240
327;-85.374390300;11.041409930
328;-85.373990600;11.041131640
329;-85.373613700;11.040838100
330;-85.373320700;11.040468480
331;-85.372956900;11.039690370
332;-85.372701800;11.039214590
333;-85.372169300;11.038399390
334;-85.371721500;11.037689800
335;-85.371150900;11.036935340
336;-85.370826900;11.036475000
337;-85.370610800;11.036150450
338;-85.370062700;11.035274760
339;-85.369337300;11.034195460
340;-85.368751100;11.033380500
341;-85.368311000;11.032663290
342;-85.367994300;11.032112070
343;-85.367662600;11.031651770
344;-85.367316600;11.031388370
345;-85.367009100;11.031185350
346;-85.366518000;11.031051300
347;-85.366003800;11.030887070
348;-85.365596400;11.030616360
349;-85.365242300;11.030254580
350;-85.365095500;11.030012980
351;-85.364723800;11.029159190
352;-85.364592200;11.028887250
353;-85.364059900;11.028117450
354;-85.363759300;11.027740280
355;-85.363366700;11.027348380
356;-85.362905500;11.027047630
357;-85.362667200;11.026889720
358;-85.362451200;11.026565160
359;-85.362233200;11.025831810
360;-85.361564800;11.023798340
361;-85.361098800;11.022445310
362;-85.360742600;11.021636870
363;-85.360287300;11.020942420
364;-85.359863700;11.020474950
365;-85.359602200;11.020264150
366;-85.359226400;11.020197700
367;-85.358177100;11.020308390
368;-85.357900700;11.020203640
369;-85.357233100;11.020002220
370;-85.356956300;11.019799060
371;-85.356738400;11.019073260
372;-85.356568300;11.018740920
373;-85.356321900;11.018469480
374;-85.355968800;11.018334790
375;-85.354380500;11.017902800
376;-85.352937900;11.017470150
377;-85.351948200;11.017194450
378;-85.351540700;11.016908580
379;-85.351016600;11.016252280
380;-85.350665500;11.014876010
381;-85.350256900;11.012636940
382;-85.350245700;11.011864800
383;-85.350229400;11.011652900
384;-85.350120500;11.011297560
385;-85.349842900;11.010920270
386;-85.349235500;11.010461170
387;-85.348727700;11.010024330
388;-85.348290300;11.009882440
389;-85.347876200;11.009801000
390;-85.347316900;11.009833760
391;-85.346597700;11.010079210
392;-85.345641200;11.010371140
393;-85.344807700;11.010745790
394;-85.344020000;11.011097520
395;-85.343332100;11.011479100
396;-85.342620800;11.011785070
397;-85.341634300;11.012213380
398;-85.340693300;11.012565790
399;-85.339561000;11.012964450
400;-85.338314200;11.013446900
401;-85.337005800;11.013891760
402;-85.335865800;11.014267740
403;-85.335253700;11.014474840
404;-85.334794400;11.014590420
405;-85.334464800;11.014561590
406;-85.333759100;11.014413280
407;-85.332869000;11.014137080
408;-85.332485500;11.014070630
409;-85.330776000;11.013919150
410;-85.329012800;11.013760320
411;-85.328292000;11.013634780
412;-85.327341300;11.013540520
413;-85.326934600;11.013406030
414;-85.326642400;11.013172620
415;-85.326303300;11.012742570
416;-85.325778500;11.011919670
417;-85.325077400;11.011059680
418;-85.324791700;11.010591550
419;-85.324536600;11.010085430
420;-85.323888500;11.009104080
421;-85.323171900;11.008198730
422;-85.322524500;11.007376350
423;-85.321777100;11.006448420
424;-85.321322900;11.005988590
425;-85.320655000;11.005711380
426;-85.319273700;11.005255580
427;-85.318199500;11.004934700
428;-85.317324400;11.004575110
429;-85.316908600;11.004137810
430;-85.316568900;11.003548780
431;-85.316268900;11.003300250
432;-85.315647300;11.003083390
433;-85.314751100;11.003170550
434;-85.313885300;11.003181870
435;-85.312651900;11.003255330
436;-85.311738900;11.002979170
437;-85.310381500;11.002727620
438;-85.309139400;11.002573990
439;-85.307391200;11.002316550
440;-85.306939100;11.002310930
441;-85.306334100;11.002396800
442;-85.305615100;11.002680010
443;-85.304827400;11.003039220
444;-85.303986000;11.003383510
445;-85.303311800;11.003401550
446;-85.302667700;11.003313460
447;-85.301432800;11.003038640
448;-85.299085700;11.002511170
449;-85.298318800;11.002355460
450;-85.297213800;11.002004360
451;-85.296538800;11.001848260
452;-85.295357800;11.001641320
453;-85.294583400;11.001523490
454;-85.292691000;11.001592110
455;-85.291089200;11.001523220
456;-85.290222600;11.001360340
457;-85.289309500;11.001068960
458;-85.288165000;11.000430310
459;-85.286920800;10.999792070
460;-85.285700900;10.999426270
461;-85.284258200;10.998925130
462;-85.283069300;10.998650030
463;-85.282209800;10.998373540
464;-85.281534500;10.998141700
465;-85.280773700;10.997622530
466;-85.280142800;10.997027100
467;-85.279488800;10.996416620
468;-85.278488000;10.995338210
469;-85.277263900;10.994003340
470;-85.276655900;10.993377520
471;-85.276486200;10.993120820
472;-85.276231500;10.992690360
473;-85.276097800;10.991880850
474;-85.275965000;10.991290890
475;-85.275564100;10.990732330
476;-85.275325300;10.990430500
477;-85.274963200;10.989985350
478;-85.274531900;10.989457200
479;-85.274230700;10.988920940
480;-85.273905400;10.988089520
481;-85.273750100;10.987613210
482;-85.273540700;10.987038710
483;-85.273307200;10.986191760
484;-85.272852600;10.985595570
485;-85.272244900;10.985037880
486;-85.271115500;10.984338510
487;-85.269532400;10.983254930
488;-85.268487400;10.982562780
489;-85.267957200;10.982216730
490;-85.267228200;10.981962360
491;-85.266576300;10.981798520
492;-85.263588100;10.981833650
493;-85.260737700;10.981822760
494;-85.259389200;10.981820780
495;-85.257560000;10.982328020
496;-85.254606500;10.983309270
497;-85.252487500;10.984120510
498;-85.251501000;10.984593960
499;-85.250484700;10.985249230
500;-85.249284100;10.985814410
501;-85.247598700;10.985897040
502;-85.244710300;10.985977010
503;-85.243047800;10.986044370
504;-85.240956000;10.986052910
505;-85.239423600;10.986059160
506;-85.237222500;10.985598730
507;-85.236333000;10.985428210
508;-85.235781100;10.985377460
509;-85.235192000;10.985614550
510;-85.234864200;10.986001990
511;-85.234234800;10.987586860
512;-85.233839700;10.988398550
513;-85.233273700;10.988650680
514;-85.232698800;10.988592450
515;-85.232023500;10.988352920
516;-85.230848000;10.987608160
517;-85.230301900;10.987110690
518;-85.229854500;10.986378120
519;-85.229621200;10.985546270
520;-85.229372700;10.984759900
521;-85.228910200;10.984080390
522;-85.227957500;10.983470990
523;-85.226376500;10.982848980
524;-85.225570900;10.982602390
525;-85.224613000;10.982583530
526;-85.223999400;10.982427010
527;-85.223538100;10.982057890
528;-85.222921900;10.981265430
529;-85.222312400;10.980260940
530;-85.221704100;10.979544150
531;-85.220997800;10.979206290
532;-85.220322300;10.978913740
533;-85.219302100;10.978637700
534;-85.217691500;10.978250460
535;-85.217231200;10.978131170
536;-85.216424700;10.977649850
537;-85.215571500;10.976979450
538;-85.214796100;10.976611570
539;-85.213676300;10.976335910
540;-85.212479600;10.975999980
541;-85.211674100;10.975768490
542;-85.211052100;10.975437840
543;-85.210267600;10.974721720
544;-85.209552800;10.974164310
545;-85.208884700;10.973803560
546;-85.207611800;10.973551200
547;-85.206200600;10.973231240
548;-85.205287800;10.972985010
549;-85.204682100;10.972888990
550;-85.203716800;10.972930660
551;-85.203220200;10.973265750
552;-85.203024000;10.974023620
553;-85.203101400;10.976105330
554;-85.202949700;10.976484480
555;-85.202705700;10.976795850
556;-85.202385700;10.977243800
557;-85.202135400;10.977865610
558;-85.201761400;10.978215350
559;-85.201287600;10.978542770
560;-85.200537200;10.978674440
561;-85.199985600;10.978691750
562;-85.199279900;10.978497690
563;-85.198421000;10.978319370
564;-85.197699700;10.978057230
565;-85.196701600;10.977569040
566;-85.195511900;10.977058880
567;-85.194791100;10.976925440
568;-85.193994500;10.976989130
569;-85.193151900;10.977060570
570;-85.192056600;10.977163290
571;-85.191189500;10.976841130
572;-85.189630000;10.975847850
573;-85.187709300;10.974545570
574;-85.183914100;10.972031630
575;-85.183077200;10.971610910
576;-85.182271400;10.971280910
577;-85.180459600;10.970402130
578;-85.177164900;10.968484260
579;-85.176189600;10.967905060
580;-85.175774500;10.967573540
581;-85.175104800;10.966796310
582;-85.174018000;10.965165150
583;-85.173771700;10.964878400
584;-85.173256800;10.964486690
585;-85.172688600;10.964170890
586;-85.170816000;10.963405840
587;-85.169611200;10.962933490
588;-85.168890400;10.962784840
589;-85.167909400;10.962720460
590;-85.166048700;10.963022850
591;-85.164861600;10.963148530
592;-85.164042000;10.963212230
593;-85.163006800;10.962996620
594;-85.161019800;10.962353080
595;-85.159393500;10.961836870
596;-85.158748800;10.961566760
597;-85.157850600;10.961108340
598;-85.156882500;10.960415470
599;-85.155432000;10.959807710
600;-85.155048200;10.959635030
601;-85.152610100;10.959227850
602;-85.151858800;10.959101980
603;-85.151459400;10.958868780
604;-85.151051100;10.958287350
605;-85.150634400;10.957516670
606;-85.149870700;10.956179470
607;-85.149392800;10.955439300
608;-85.147810100;10.954302020
609;-85.147011900;10.953964320
610;-85.144243100;10.953202470
611;-85.141991300;10.953415330
612;-85.140100200;10.953770670
613;-85.139150900;10.953978640
614;-85.138286900;10.954436130
615;-85.136166100;10.956844090
616;-85.135296100;10.957763440
617;-85.134463900;10.958531220
618;-85.133790200;10.958692720
619;-85.133269000;10.958649230
620;-85.132585700;10.958265650
621;-85.130438400;10.955737280
622;-85.128668900;10.953820750
623;-85.128415300;10.953617270
624;-85.127256700;10.953182430
625;-85.126344300;10.953011660
626;-85.125038400;10.952115510
627;-85.124400800;10.951693880
628;-85.123732600;10.951249640
629;-85.122286500;10.949763440
630;-85.121247900;10.948624010
631;-85.120432100;10.947657890
632;-85.119867300;10.946176010
633;-85.119317000;10.944512370
634;-85.118832800;10.944105300
635;-85.118013000;10.944100730
636;-85.116910000;10.944188050
637;-85.116120100;10.943986520
638;-85.114706900;10.943052850
639;-85.113324000;10.942028220
640;-85.112402000;10.941342600
641;-85.111840800;10.940829800
642;-85.110987900;10.940174210
643;-85.110626000;10.939690970
644;-85.109640600;10.938407440
645;-85.109015600;10.937236170
646;-85.108552600;10.936329310
647;-85.107891800;10.935809290
648;-85.105729000;10.935196280
649;-85.103966200;10.935028520
650;-85.102608100;10.934473150
651;-85.101825000;10.934044420
652;-85.101210100;10.933509080
653;-85.100748500;10.932988320
654;-85.099616000;10.931288870
655;-85.099015500;10.930503620
656;-85.098124000;10.929734560
657;-85.097017900;10.928966260
658;-85.095489800;10.927995050
659;-85.094837700;10.927747540
660;-85.092816100;10.928027340
661;-85.092226200;10.928029440
662;-85.090761000;10.927512260
663;-85.090262700;10.927423180
664;-85.089566000;10.927569520
665;-85.087547600;10.928712390
666;-85.086507700;10.929283940
667;-85.085772600;10.929369830
668;-85.083388900;10.929090580
669;-85.081778900;10.928793430
670;-85.080728000;10.928426160
671;-85.077366500;10.926825340
672;-85.076361000;10.926314030
673;-85.069803600;10.924360930
674;-85.068990700;10.924129060
675;-85.064034900;10.922276220
676;-85.061918300;10.921693020
677;-85.057363200;10.920451950
678;-85.056933500;10.920264150
679;-85.055534400;10.918913710
680;-85.054650400;10.918091480
681;-85.053198200;10.916869930
682;-85.050694800;10.915205260
683;-85.048506600;10.913834770
684;-85.046466200;10.913099760
685;-85.044755300;10.912401470
686;-85.044170600;10.911699320
687;-85.043867700;10.910526790
688;-85.043471400;10.908907870
689;-85.043209000;10.908363620
690;-85.042178000;10.907072430
691;-85.041531500;10.906241770
692;-85.039828000;10.903234150
693;-85.038178500;10.900317180
694;-85.037061100;10.898420540
695;-85.036568800;10.897824070
696;-85.033577600;10.896789310
697;-85.030518000;10.895928900
698;-85.028394100;10.895390890
699;-85.027543200;10.895212030
700;-85.026522900;10.894799020
701;-85.026286000;10.894958810
702;-85.024616500;10.897349400
703;-85.024090700;10.898161300
704;-85.023655000;10.898435320
705;-85.021535900;10.899305540
706;-85.019836000;10.899538340
707;-85.018695100;10.899685990
708;-85.018556800;10.899572880
709;-85.018547400;10.899050480
710;-85.017909600;10.898492310
711;-85.017762300;10.897977940
712;-85.017928500;10.897288390
713;-85.017689400;10.896804610
714;-85.016938400;10.896723820
715;-85.016516700;10.896634360
716;-85.016332700;10.896574400
717;-85.016011200;10.896673890
718;-85.015773700;10.896651970
719;-85.014898900;10.896208150
720;-85.013840500;10.895848220
721;-85.013258300;10.895857720
722;-85.012721900;10.895814060
723;-85.012292400;10.895664050
724;-85.011493600;10.895060970
725;-85.010763400;10.894336520
726;-85.009449400;10.893136980
727;-85.009172300;10.892744180
728;-85.008809200;10.891829230
729;-85.008371100;10.891406660
730;-85.006645200;10.890715760
731;-85.005356600;10.890250550
732;-85.004398900;10.890208260
733;-85.003097900;10.890591090
734;-85.001804700;10.891004180
735;-85.000627300;10.891727310
736;-84.999977700;10.892183720
737;-84.999114400;10.892875540
738;-84.998495800;10.893468130
739;-84.997884000;10.893765410
740;-84.997171700;10.893813160
741;-84.996006700;10.893642800
742;-84.995233600;10.893819460
743;-84.993289900;10.894476910
744;-84.990749800;10.895439130
745;-84.990122000;10.895554740
746;-84.989639000;10.895435150
747;-84.989270200;10.895125910
748;-84.988854200;10.894423100
749;-84.988458700;10.892955500
750;-84.987972800;10.891965200
751;-84.987748400;10.891292060
752;-84.987575600;10.889982740
753;-84.987050600;10.888742700
754;-84.986727200;10.888244020
755;-84.986141600;10.887216180
756;-84.985057500;10.886008220
757;-84.983866500;10.884906600
758;-84.983505200;10.884514040
759;-84.983188800;10.881471300
760;-84.983078200;10.880464640
761;-84.982367000;10.878483170
762;-84.982104900;10.877976720
763;-84.981295700;10.876502860
764;-84.980240500;10.874719350
765;-84.979871400;10.874296520
766;-84.979318700;10.873942420
767;-84.978536900;10.873785910
768;-84.977656700;10.874031000
769;-84.977083000;10.874267540
770;-84.976569600;10.874231320
771;-84.976063100;10.873945210
772;-84.974949800;10.873138590
773;-84.974258200;10.872482060
774;-84.973489000;10.871500190
775;-84.972765600;10.870465180
776;-84.972095700;10.869392140
777;-84.971626200;10.868681900
778;-84.970954900;10.867177280
779;-84.970359300;10.865384700
780;-84.970073900;10.864772310
781;-84.969674000;10.864288990
782;-84.969029200;10.863859440
783;-84.967762200;10.862894270
784;-84.966702200;10.862004160
785;-84.966456500;10.861830790
786;-84.966240800;10.861422600
787;-84.965571500;10.860546400
788;-84.964503400;10.859497300
789;-84.963704500;10.858780510
790;-84.963197100;10.858191510
791;-84.963034800;10.857745300
792;-84.962899500;10.856148120
793;-84.962639800;10.854583510
794;-84.962399600;10.853751380
795;-84.962014500;10.853078720
796;-84.961529300;10.852254930
797;-84.961012400;10.851105660
798;-84.960971600;10.850310770
799;-84.961704700;10.848243510
800;-84.961717800;10.848207320
801;-84.961729700;10.848170720
802;-84.961742700;10.848135680
803;-84.961754900;10.848099110
804;-84.961767500;10.848063440
805;-84.961780200;10.848027780
806;-84.961792200;10.847991210
807;-84.961805400;10.847956460
808;-84.961816900;10.847920040
809;-84.961829000;10.847883470
810;-84.961841600;10.847847810
811;-84.961854100;10.847812300
812;-84.961866300;10.847775880
813;-84.961879200;10.847739620
814;-84.961891000;10.847704870
815;-84.961904100;10.847668460
816;-84.961915600;10.847632040
817;-84.961928000;10.847596310
818;-84.961940300;10.847560560
819;-84.961953200;10.847524140
820;-84.961965100;10.847487410
821;-84.961976600;10.847452500
822;-84.961988800;10.847415610
823;-84.962001600;10.847379620
824;-84.962013200;10.847343650
825;-84.962024900;10.847306760
826;-84.962036500;10.847271440
827;-84.962046500;10.847234820
828;-84.962058200;10.847199260
829;-84.962069900;10.847162210
830;-84.962080600;10.847125160
831;-84.962091600;10.847089570
832;-84.962101700;10.847052880
833;-84.962111400;10.847015830
834;-84.962121200;10.846978780
835;-84.962130900;10.846941730
836;-84.962140700;10.846904520
837;-84.962149200;10.846868670
838;-84.962158600;10.846831930
839;-84.962166500;10.846794720
840;-84.962174300;10.846757520
841;-84.962182100;10.846720310
842;-84.962190000;10.846681960
843;-84.962197800;10.846644070
844;-84.962204000;10.846607010
845;-84.962211500;10.846569650
846;-84.962218000;10.846532440
847;-84.962224900;10.846495230
848;-84.962232000;10.846457860
849;-84.962238300;10.846419120
850;-84.962244200;10.846381780
851;-84.962250100;10.846344410
852;-84.962256000;10.846307050
853;-84.962261900;10.846269840
854;-84.962267800;10.846231120
855;-84.962273700;10.846193600
856;-84.962277800;10.846156550
857;-84.962283700;10.846118790
858;-84.962289600;10.846080620
859;-84.962295500;10.846043260
860;-84.962301400;10.846005890
861;-84.962307200;10.845967330
862;-84.962313100;10.845930120
863;-84.962319000;10.845892760
864;-84.962324800;10.845855550
865;-84.962330700;10.845817120
866;-84.962336600;10.845779460
867;-84.962342500;10.845742100
868;-84.962348400;10.845704890
869;-84.962355000;10.845667680
870;-84.962355000;10.845667680
871;-84.962348400;10.845704890
872;-84.962342500;10.845742100
873;-84.962348400;10.845704890
874;-84.962355000;10.845667680
875;-84.962358900;10.845624960
876;-84.962382800;10.845518370
877;-84.962389800;10.845481010
878;-84.962394700;10.845460840
879;-84.962398800;10.845443640
880;-84.962406700;10.845406270
881;-84.962414500;10.845368910
882;-84.962422400;10.845331860
883;-84.962432200;10.845294650
884;-84.962441900;10.845257600
885;-84.962450700;10.845220710
886;-84.962459600;10.845183970
887;-84.962470800;10.845147240
888;-84.962480600;10.845110820
889;-84.962490400;10.845074410
890;-84.962501900;10.845038150
891;-84.962513300;10.845002050
892;-84.962524700;10.844965950
893;-84.962537200;10.844930010
894;-84.962549000;10.844894060
895;-84.962562000;10.844858280
896;-84.962562000;10.844858280
897;-84.962573500;10.844822290
898;-84.962586700;10.844785050
899;-84.962599800;10.844749580
900;-84.962612900;10.844713960
901;-84.962626000;10.844678330
902;-84.962639100;10.844642860
903;-84.962653600;10.844607400
904;-84.962666900;10.844571770
905;-84.962681800;10.844536640
906;-84.962696800;10.844502510
907;-84.962711800;10.844466880
908;-84.962726700;10.844431410
909;-84.962741700;10.844396790
910;-84.962755500;10.844361990
911;-84.962770000;10.844326360
912;-84.962785100;10.844290580
913;-84.962800000;10.844255270
914;-84.962814600;10.844221310
915;-84.962828300;10.844185530
916;-84.962842500;10.844149910
917;-84.962855800;10.844113960
918;-84.962870300;10.844079110
919;-84.962884100;10.844043430
920;-84.962897500;10.844006860
921;-84.962909100;10.843970310
922;-84.962909100;10.843970310
923;-84.962920800;10.843934740
924;-84.962932400;10.843897850
925;-84.962942900;10.843860800
926;-84.962952600;10.843825360
927;-84.962962300;10.843788520
928;-84.962970100;10.843751120
929;-84.962978000;10.843712600
930;-84.962984800;10.843675550
