num;coord_y;coord_x
15664;1158774;446883
15665;1158776;446879
15666;1158778;446875
15667;1158780;446872
15668;1158782;446868
15669;1158784;446864
15670;1158787;446861
15671;1158789;446857
15672;1158791;446854
15673;1158793;446850
15674;1158795;446846
15675;1158797;446843
15676;1158799;446839
15677;1158802;446836
15678;1158804;446832
15679;1158806;446828
15680;1158808;446825
15681;1158810;446821
15682;1158812;446818
15683;1158815;446814
15684;1158817;446810
15685;1158819;446807
15686;1158821;446803
15687;1158823;446799
15688;1158825;446796
15689;1158827;446792
15690;1158829;446788
15691;1158832;446785
15692;1158834;446781
15693;1158836;446778
15694;1158838;446774
15695;1158840;446770
15696;1158843;446767
15697;1158845;446763
15698;1158847;446760
15699;1158849;446756
15700;1158851;446752
15701;1158853;446749
15702;1158855;446745
15703;1158857;446741
15704;1158860;446738
15705;1158862;446734
15706;1158864;446731
15707;1158866;446727
15708;1158868;446723
15709;1158870;446720
15710;1158873;446716
15711;1158875;446712
15712;1158877;446709
15713;1158879;446705
15714;1158881;446702
15715;1158883;446698
15716;1158885;446695
15717;1158888;446691
15718;1158890;446687
15719;1158892;446684
15720;1158894;446680
15721;1158896;446676
15722;1158898;446673
15723;1158901;446669
15724;1158903;446665
15725;1158905;446662
15726;1158907;446658
15727;1158909;446655
15728;1158911;446651
15729;1158914;446648
15730;1158916;446644
15731;1158918;446640
15732;1158920;446637
15733;1158922;446633
15734;1158925;446630
15735;1158927;446626
15736;1158929;446623
15737;1158931;446619
15738;1158934;446615
15739;1158936;446612
15740;1158938;446608
15741;1158940;446605
15742;1158942;446601
15743;1158945;446598
15744;1158947;446594
15745;1158949;446590
15746;1158951;446587
15747;1158953;446583
15748;1158956;446580
15749;1158958;446576
15750;1158960;446573
15751;1158963;446569
15752;1158965;446566
15753;1158967;446562
15754;1158970;446559
15755;1158972;446555
15756;1158974;446552
15757;1158977;446548
15758;1158979;446545
15759;1158982;446542
15760;1158984;446538
15761;1158987;446535
15762;1158989;446531
15763;1158992;446528
15764;1158994;446525
15765;1158997;446521
15766;1158999;446518
15767;1159002;446515
15768;1159004;446511
15769;1159007;446508
15770;1159010;446505
15771;1159012;446501
15772;1159015;446498
15773;1159017;446495
15774;1159020;446491
15775;1159023;446488
15776;1159025;446485
15777;1159028;446481
15778;1159030;446478
15779;1159033;446475
15780;1159036;446472
15781;1159039;446469
15782;1159041;446465
15783;1159044;446462
15784;1159047;446459
15785;1159050;446456
15786;1159052;446453
15787;1159055;446450
15788;1159058;446446
15789;1159061;446443
15790;1159064;446440
15791;1159066;446437
15792;1159069;446434
15793;1159072;446431
15794;1159074;446428
15795;1159077;446425
15796;1159080;446421
15797;1159083;446418
15798;1159085;446415
15799;1159088;446412
15800;1159091;446409
15801;1159094;446406
15802;1159097;446403
15803;1159100;446400
15804;1159102;446396
15805;1159105;446393
15806;1159108;446390
15807;1159111;446387
15808;1159114;446384
15809;1159117;446381
15810;1159120;446378
15811;1159122;446375
15812;1159125;446372
15813;1159128;446369
15814;1159131;446366
15815;1159134;446363
15816;1159137;446359
15817;1159140;446356
15818;1159142;446353
15819;1159145;446350
15820;1159148;446347
15821;1159151;446344
15822;1159154;446341
15823;1159157;446338
15824;1159160;446335
15825;1159163;446332
15826;1159165;446329
15827;1159168;446326
15828;1159171;446323
15829;1159174;446320
15830;1159177;446317
15831;1159180;446314
15832;1159183;446311
15833;1159186;446307
15834;1159189;446304
15835;1159192;446301
15836;1159194;446298
15837;1159198;446295
15838;1159200;446292
15839;1159203;446289
15840;1159206;446286
15841;1159209;446283
15842;1159212;446280
15843;1159215;446277
15844;1159218;446274
15845;1159221;446271
15846;1159224;446268
15847;1159227;446265
15848;1159230;446262
15849;1159233;446259
15850;1159235;446256
15851;1159238;446253
15852;1159241;446250
15853;1159244;446247
15854;1159247;446244
15855;1159250;446241
15856;1159253;446238
15857;1159256;446235
15858;1159259;446232
15859;1159262;446229
15860;1159265;446226
15861;1159267;446223
15862;1159270;446220
15863;1159273;446216
15864;1159276;446214
15865;1159279;446210
15866;1159282;446207
15867;1159285;446204
15868;1159288;446201
15869;1159291;446198
15870;1159293;446195
15871;1159296;446192
15872;1159299;446189
15873;1159302;446186
15874;1159305;446183
15875;1159308;446180
15876;1159311;446177
15877;1159314;446174
15878;1159317;446171
15879;1159319;446168
15880;1159322;446165
15881;1159325;446162
15882;1159328;446158
15883;1159331;446155
15884;1159334;446152
15885;1159337;446149
15886;1159340;446146
15887;1159342;446143
15888;1159345;446140
15889;1159348;446137
15890;1159351;446134
15891;1159354;446131
15892;1159357;446128
15893;1159360;446125
15894;1159363;446122
15895;1159366;446119
15896;1159369;446116
15897;1159372;446113
15898;1159375;446110
15899;1159378;446107
15900;1159380;446104
15901;1159383;446101
15902;1159386;446098
15903;1159389;446095
15904;1159392;446092
15905;1159395;446089
15906;1159398;446085
15907;1159400;446082
15908;1159403;446079
15909;1159406;446076
15910;1159409;446073
15911;1159412;446070
15912;1159415;446067
15913;1159417;446064
15914;1159420;446061
15915;1159423;446058
15916;1159426;446054
15917;1159429;446051
15918;1159432;446048
15919;1159435;446045
15920;1159438;446042
15921;1159441;446039
15922;1159443;446036
15923;1159446;446033
15924;1159449;446030
15925;1159452;446027
15926;1159455;446024
15927;1159458;446021
15928;1159461;446018
15929;1159464;446015
15930;1159467;446012
15931;1159470;446009
15932;1159473;446006
15933;1159476;446003
15934;1159478;446000
15935;1159482;445997
15936;1159484;445994
15937;1159487;445991
15938;1159490;445988
15939;1159493;445985
15940;1159496;445982
15941;1159499;445978
15942;1159501;445975
15943;1159504;445972
15944;1159507;445969
15945;1159510;445966
15946;1159513;445963
15947;1159516;445960
15948;1159519;445957
15949;1159522;445954
15950;1159525;445951
15951;1159528;445948
15952;1159531;445945
15953;1159533;445942
15954;1159536;445939
15955;1159539;445936
15956;1159542;445933
15957;1159545;445930
15958;1159548;445927
15959;1159551;445924
15960;1159554;445921
15961;1159557;445918
15962;1159559;445915
15963;1159562;445911
15964;1159565;445908
15965;1159568;445905
15966;1159571;445902
15967;1159574;445899
15968;1159577;445896
15969;1159580;445893
15970;1159583;445890
15971;1159585;445887
15972;1159588;445884
15973;1159591;445881
15974;1159594;445878
15975;1159597;445875
15976;1159600;445872
15977;1159603;445869
15978;1159606;445866
15979;1159609;445863
15980;1159611;445860
15981;1159614;445856
15982;1159617;445853
15983;1159620;445850
15984;1159623;445847
15985;1159626;445844
15986;1159629;445841
15987;1159632;445838
15988;1159634;445835
15989;1159637;445832
15990;1159640;445829
15991;1159643;445826
15992;1159646;445823
15993;1159649;445820
15994;1159652;445817
15995;1159655;445814
15996;1159658;445811
15997;1159661;445808
15998;1159663;445805
15999;1159666;445801
16000;1159669;445798
16001;1159672;445795
16002;1159675;445792
16003;1159678;445789
16004;1159681;445786
16005;1159684;445783
16006;1159687;445780
16007;1159690;445777
16008;1159692;445774
16009;1159695;445771
16010;1159698;445768
16011;1159701;445765
16012;1159704;445762
16013;1159707;445759
16014;1159710;445756
16015;1159713;445753
16016;1159716;445750
16017;1159719;445747
16018;1159722;445744
16019;1159725;445741
16020;1159728;445738
16021;1159731;445735
16022;1159734;445732
16023;1159737;445729
16024;1159740;445726
16025;1159743;445724
16026;1159746;445721
16027;1159749;445718
16028;1159752;445715
16029;1159755;445712
16030;1159758;445709
16031;1159761;445706
16032;1159764;445703
16033;1159767;445700
16034;1159770;445697
16035;1159773;445694
16036;1159776;445691
16037;1159779;445689
16038;1159783;445686
16039;1159786;445683
16040;1159789;445680
16041;1159792;445678
16042;1159795;445675
16043;1159799;445672
16044;1159802;445669
16045;1159805;445667
16046;1159808;445664
16047;1159812;445662
16048;1159815;445659
16049;1159818;445656
16050;1159822;445654
16051;1159825;445651
16052;1159829;445649
16053;1159832;445646
16054;1159835;445644
16055;1159839;445641
16056;1159842;445639
16057;1159846;445637
16058;1159849;445634
16059;1159853;445632
16060;1159856;445630
16061;1159860;445627
16062;1159863;445625
16063;1159867;445622
16064;1159870;445620
16065;1159874;445618
16066;1159877;445616
16067;1159881;445613
16068;1159884;445611
16069;1159888;445609
16070;1159891;445607
16071;1159895;445604
16072;1159898;445602
16073;1159902;445600
16074;1159906;445598
16075;1159913;445594
16076;1159917;445591
16077;1159920;445589
16078;1159924;445587
16079;1159928;445585
16080;1159931;445583
16081;1159935;445581
16082;1159939;445579
16083;1159942;445577
16084;1159946;445575
16085;1159950;445573
16086;1159953;445571
16087;1159957;445569
16088;1159961;445567
16089;1159965;445565
16090;1159968;445563
16091;1159972;445561
16092;1159976;445559
16093;1159979;445557
16094;1159983;445555
16095;1159987;445553
16096;1159991;445551
16097;1159994;445549
16098;1159998;445548
16099;1160002;445546
16100;1160006;445544
16101;1160009;445542
16102;1160013;445540
16103;1160017;445538
16104;1160021;445536
16105;1160024;445534
16106;1160028;445532
16107;1160032;445530
16108;1160036;445528
16109;1160039;445526
16110;1160043;445525
16111;1160047;445523
16112;1160050;445521
16113;1160054;445519
16114;1160058;445517
16115;1160062;445515
16116;1160066;445513
16117;1160069;445511
16118;1160073;445509
16119;1160077;445507
16120;1160081;445505
16121;1160084;445504
16122;1160088;445502
16123;1160092;445500
16124;1160096;445498
16125;1160099;445496
16126;1160103;445494
16127;1160107;445492
16128;1160111;445490
16129;1160114;445488
16130;1160118;445486
16131;1160122;445484
16132;1160126;445482
16133;1160129;445480
16134;1160133;445478
16135;1160137;445476
16136;1160140;445474
16137;1160144;445472
16138;1160148;445470
16139;1160151;445468
16140;1160155;445466
16141;1160159;445463
16142;1160162;445461
16143;1160166;445459
16144;1160169;445457
16145;1160173;445455
16146;1160176;445452
16147;1160180;445450
16148;1160183;445448
16149;1160187;445445
16150;1160190;445443
16151;1160194;445440
16152;1160197;445438
16153;1160200;445436
16154;1160204;445433
16155;1160207;445430
16156;1160210;445428
16157;1160213;445425
16158;1160216;445422
16159;1160220;445419
16160;1160223;445417
16161;1160226;445414
16162;1160229;445411
16163;1160232;445408
16164;1160235;445405
16165;1160238;445402
16166;1160241;445399
16167;1160244;445396
16168;1160247;445393
16169;1160249;445390
16170;1160252;445387
16171;1160255;445384
16172;1160258;445380
16173;1160261;445377
16174;1160263;445374
16175;1160266;445371
16176;1160269;445368
16177;1160271;445364
16178;1160274;445361
16179;1160277;445358
16180;1160279;445355
16181;1160282;445351
16182;1160284;445348
16183;1160287;445345
16184;1160289;445341
16185;1160291;445338
16186;1160294;445334
16187;1160296;445330
16188;1160298;445327
16189;1160300;445323
16190;1160302;445320
16191;1160304;445316
16192;1160306;445312
16193;1160308;445308
16194;1160310;445305
16195;1160312;445301
16196;1160313;445297
16197;1160315;445293
16198;1160317;445290
16199;1160319;445286
16200;1160320;445282
16201;1160322;445278
16202;1160324;445274
16203;1160325;445270
16204;1160327;445266
16205;1160329;445263
16206;1160330;445259
16207;1160331;445255
16208;1160333;445251
16209;1160334;445247
16210;1160336;445243
16211;1160337;445239
16212;1160338;445235
16213;1160340;445231
16214;1160341;445227
16215;1160342;445223
16216;1160343;445219
16217;1160344;445215
16218;1160345;445211
16219;1160346;445207
16220;1160347;445202
16221;1160348;445198
16222;1160349;445194
16223;1160350;445190
16224;1160351;445186
16225;1160352;445182
16226;1160353;445178
16227;1160354;445174
16228;1160355;445170
16229;1160356;445166
16230;1160356;445161
16231;1160357;445157
16232;1160358;445153
16233;1160359;445149
16234;1160360;445145
16235;1160361;445141
16236;1160362;445137
16237;1160363;445133
16238;1160364;445128
16239;1160364;445124
16240;1160365;445120
16241;1160366;445116
16242;1160367;445112
16243;1160368;445108
16244;1160368;445104
16245;1160369;445100
16246;1160370;445095
16247;1160371;445091
16248;1160371;445087
16249;1160372;445083
16250;1160373;445079
16251;1160374;445075
16252;1160374;445071
16253;1160375;445066
16254;1160376;445062
16255;1160377;445058
16256;1160378;445054
16257;1160378;445050
16258;1160379;445046
16259;1160380;445042
16260;1160380;445037
16261;1160381;445033
16262;1160381;445029
16263;1160382;445025
16264;1160383;445021
16265;1160383;445017
16266;1160384;445012
16267;1160384;445008
16268;1160385;445004
16269;1160385;445000
16270;1160386;444996
16271;1160386;444992
16272;1160387;444987
16273;1160387;444983
16274;1160388;444979
16275;1160388;444975
16276;1160388;444971
16277;1160389;444967
16278;1160389;444962
16279;1160390;444958
16280;1160390;444954
16281;1160390;444950
16282;1160391;444946
16283;1160391;444941
16284;1160391;444937
16285;1160391;444933
16286;1160392;444929
16287;1160392;444925
16288;1160392;444920
16289;1160392;444916
16290;1160392;444912
16291;1160392;444908
16292;1160392;444904
16293;1160393;444899
16294;1160393;444895
16295;1160393;444891
16296;1160393;444887
16297;1160393;444883
16298;1160393;444878
16299;1160393;444874
16300;1160393;444870
16301;1160393;444866
16302;1160393;444862
16303;1160392;444857
16304;1160392;444853
16305;1160392;444849
16306;1160392;444845
16307;1160392;444841
16308;1160392;444836
16309;1160392;444832
16310;1160391;444828
16311;1160391;444824
16312;1160391;444820
16313;1160391;444815
16314;1160390;444811
16315;1160390;444807
16316;1160390;444803
16317;1160389;444799
16318;1160389;444794
16319;1160389;444790
16320;1160388;444786
16321;1160388;444782
16322;1160388;444778
16323;1160387;444774
16324;1160387;444769
16325;1160386;444765
16326;1160386;444761
16327;1160386;444757
16328;1160385;444753
16329;1160384;444749
16330;1160384;444744
16331;1160383;444740
16332;1160383;444736
16333;1160382;444732
16334;1160381;444728
16335;1160381;444724
16336;1160380;444719
16337;1160379;444715
16338;1160379;444711
16339;1160378;444707
16340;1160377;444703
16341;1160377;444699
16342;1160376;444695
16343;1160375;444690
16344;1160375;444686
16345;1160374;444682
16346;1160373;444678
16347;1160373;444674
16348;1160372;444670
16349;1160371;444665
16350;1160370;444661
16351;1160370;444657
16352;1160369;444653
16353;1160368;444649
16354;1160367;444645
16355;1160367;444641
16356;1160366;444636
16357;1160365;444632
16358;1160365;444628
16359;1160364;444624
16360;1160363;444620
16361;1160363;444616
16362;1160362;444612
16363;1160361;444607
16364;1160361;444603
16365;1160360;444599
16366;1160359;444595
16367;1160358;444591
16368;1160358;444587
16369;1160357;444583
16370;1160356;444578
16371;1160356;444574
16372;1160355;444570
16373;1160354;444566
16374;1160353;444562
16375;1160353;444558
16376;1160352;444553
16377;1160351;444549
16378;1160351;444545
16379;1160350;444541
16380;1160349;444537
16381;1160348;444533
16382;1160348;444529
16383;1160347;444525
16384;1160346;444520
16385;1160345;444516
16386;1160345;444512
16387;1160344;444508
16388;1160343;444504
16389;1160342;444500
16390;1160342;444496
16391;1160341;444491
16392;1160340;444487
16393;1160339;444483
16394;1160339;444479
16395;1160338;444475
16396;1160337;444471
16397;1160337;444467
16398;1160336;444462
16399;1160335;444458
16400;1160334;444454
16401;1160334;444450
16402;1160333;444446
16403;1160332;444442
16404;1160332;444437
16405;1160331;444433
16406;1160330;444429
16407;1160330;444425
16408;1160329;444421
16409;1160328;444417
16410;1160327;444413
16411;1160326;444409
16412;1160326;444404
16413;1160325;444400
16414;1160324;444396
16415;1160323;444392
16416;1160323;444388
16417;1160322;444384
16418;1160321;444380
16419;1160321;444375
16420;1160320;444371
16421;1160319;444367
16422;1160319;444363
16423;1160318;444359
16424;1160317;444355
16425;1160317;444351
16426;1160316;444346
16427;1160315;444342
16428;1160314;444338
16429;1160314;444334
16430;1160313;444330
16431;1160312;444326
16432;1160312;444321
16433;1160311;444317
16434;1160310;444313
16435;1160309;444309
16436;1160309;444305
16437;1160308;444301
16438;1160307;444297
16439;1160306;444293
16440;1160306;444288
16441;1160305;444284
16442;1160304;444280
16443;1160304;444276
16444;1160303;444272
16445;1160302;444268
16446;1160301;444263
16447;1160301;444259
16448;1160300;444255
16449;1160299;444251
16450;1160299;444247
16451;1160298;444243
16452;1160297;444239
16453;1160296;444234
16454;1160296;444230
16455;1160295;444226
16456;1160294;444222
16457;1160294;444218
16458;1160293;444214
16459;1160292;444210
16460;1160291;444205
16461;1160291;444201
16462;1160290;444197
16463;1160289;444193
16464;1160289;444189
16465;1160288;444185
16466;1160287;444181
16467;1160286;444177
16468;1160286;444172
16469;1160285;444168
16470;1160284;444164
16471;1160283;444160
16472;1160283;444156
16473;1160282;444152
16474;1160281;444147
16475;1160280;444143
16476;1160280;444139
16477;1160279;444135
16478;1160278;444131
16479;1160277;444127
16480;1160277;444123
16481;1160276;444119
16482;1160275;444114
16483;1160274;444110
16484;1160274;444106
16485;1160273;444102
16486;1160272;444098
16487;1160271;444094
16488;1160271;444090
16489;1160270;444085
16490;1160269;444081
16491;1160268;444077
16492;1160268;444073
16493;1160267;444069
16494;1160266;444065
16495;1160265;444061
16496;1160265;444056
16497;1160264;444052
16498;1160263;444048
16499;1160262;444044
16500;1160262;444040
16501;1160261;444036
16502;1160260;444032
16503;1160259;444027
16504;1160259;444023
16505;1160258;444019
16506;1160257;444015
16507;1160256;444011
16508;1160255;444007
16509;1160254;444003
16510;1160254;443999
16511;1160253;443994
16512;1160252;443990
16513;1160251;443986
16514;1160250;443982
16515;1160249;443978
16516;1160247;443974
16517;1160246;443970
16518;1160245;443966
16519;1160244;443962
16520;1160243;443958
16521;1160242;443954
16522;1160240;443950
16523;1160239;443946
16524;1160238;443942
16525;1160236;443938
16526;1160235;443934
16527;1160234;443930
16528;1160232;443926
16529;1160231;443922
16530;1160229;443918
16531;1160228;443914
16532;1160227;443910
16533;1160225;443906
16534;1160224;443902
16535;1160222;443899
16536;1160221;443895
16537;1160219;443891
16538;1160218;443887
16539;1160216;443883
16540;1160214;443879
16541;1160213;443875
16542;1160211;443871
16543;1160209;443867
16544;1160208;443863
16545;1160206;443860
16546;1160204;443856
16547;1160203;443852
16548;1160201;443848
16549;1160199;443844
16550;1160197;443841
16551;1160196;443837
16552;1160194;443833
16553;1160192;443829
16554;1160190;443825
16555;1160188;443822
16556;1160186;443818
16557;1160184;443814
16558;1160183;443810
16559;1160181;443807
16560;1160179;443803
16561;1160177;443799
16562;1160175;443795
16563;1160173;443792
16564;1160171;443788
16565;1160169;443784
16566;1160167;443780
16567;1160165;443777
16568;1160163;443773
16569;1160161;443769
16570;1160159;443766
16571;1160157;443762
16572;1160155;443758
16573;1160153;443755
16574;1160151;443751
16575;1160149;443747
16576;1160147;443743
16577;1160145;443740
16578;1160143;443736
16579;1160141;443732
16580;1160139;443729
16581;1160137;443725
16582;1160135;443721
16583;1160133;443718
16584;1160131;443714
16585;1160129;443710
16586;1160127;443706
16587;1160125;443703
16588;1160123;443699
16589;1160121;443695
16590;1160119;443692
16591;1160117;443688
16592;1160115;443684
16593;1160113;443680
16594;1160111;443677
16595;1160109;443673
16596;1160107;443669
16597;1160106;443666
16598;1160104;443662
16599;1160102;443658
16600;1160100;443654
16601;1160098;443651
16602;1160096;443647
16603;1160094;443643
16604;1160092;443640
16605;1160090;443636
16606;1160088;443632
16607;1160087;443628
16608;1160085;443625
16609;1160083;443621
16610;1160081;443617
16611;1160079;443613
16612;1160077;443610
16613;1160075;443606
16614;1160074;443602
16615;1160072;443598
16616;1160070;443594
16617;1160068;443590
16618;1160067;443587
16619;1160065;443583
16620;1160063;443579
16621;1160061;443575
16622;1160059;443571
16623;1160058;443567
16624;1160056;443564
16625;1160055;443560
16626;1160053;443556
16627;1160051;443552
16628;1160050;443548
16629;1160049;443544
16630;1160047;443540
16631;1160046;443536
16632;1160045;443532
16633;1160043;443528
16634;1160042;443524
16635;1160041;443520
16636;1160040;443516
16637;1160039;443512
16638;1160038;443508
16639;1160037;443504
16640;1160036;443500
16641;1160035;443495
16642;1160034;443491
16643;1160033;443487
16644;1160033;443483
16645;1160032;443479
16646;1160031;443475
16647;1160031;443470
16648;1160030;443466
16649;1160030;443462
16650;1160030;443458
16651;1160029;443454
16652;1160029;443450
16653;1160029;443445
16654;1160029;443441
16655;1160028;443437
16656;1160028;443433
16657;1160028;443429
16658;1160028;443424
16659;1160028;443420
16660;1160028;443416
16661;1160028;443412
16662;1160028;443408
16663;1160028;443403
16664;1160028;443399
16665;1160029;443395
16666;1160029;443391
16667;1160029;443387
16668;1160029;443382
16669;1160030;443378
16670;1160030;443374
16671;1160031;443370
16672;1160031;443365
16673;1160032;443361
16674;1160032;443357
16675;1160033;443353
16676;1160033;443349
16677;1160034;443345
16678;1160035;443340
16679;1160036;443336
16680;1160037;443332
16681;1160037;443328
16682;1160038;443324
16683;1160039;443320
16684;1160040;443316
16685;1160041;443312
16686;1160042;443308
16687;1160043;443303
16688;1160044;443299
16689;1160045;443295
16690;1160046;443291
16691;1160047;443287
16692;1160048;443283
16693;1160049;443279
16694;1160050;443275
16695;1160051;443271
16696;1160052;443267
16697;1160053;443263
16698;1160054;443258
16699;1160055;443254
16700;1160056;443250
16701;1160057;443246
16702;1160058;443242
16703;1160059;443238
16704;1160061;443234
16705;1160062;443230
16706;1160063;443226
16707;1160064;443222
16708;1160065;443218
16709;1160066;443214
16710;1160067;443210
16711;1160068;443206
16712;1160069;443202
16713;1160070;443198
16714;1160071;443194
16715;1160072;443189
16716;1160073;443185
16717;1160074;443181
16718;1160075;443177
16719;1160077;443173
16720;1160078;443169
16721;1160079;443165
16722;1160080;443161
16723;1160081;443157
16724;1160082;443153
16725;1160083;443149
16726;1160084;443145
16727;1160085;443140
16728;1160086;443136
16729;1160087;443132
16730;1160088;443128
16731;1160089;443124
16732;1160090;443120
16733;1160091;443116
16734;1160092;443112
16735;1160093;443108
16736;1160095;443104
16737;1160096;443100
16738;1160097;443096
16739;1160098;443092
16740;1160099;443088
16741;1160100;443083
16742;1160101;443079
16743;1160102;443075
16744;1160103;443071
16745;1160104;443067
16746;1160105;443063
16747;1160106;443059
16748;1160107;443055
16749;1160108;443051
16750;1160109;443047
16751;1160110;443043
16752;1160111;443039
16753;1160112;443035
16754;1160113;443030
16755;1160114;443026
16756;1160116;443022
16757;1160117;443018
16758;1160118;443014
16759;1160119;443010
16760;1160120;443006
16761;1160121;443002
16762;1160122;442998
16763;1160123;442994
16764;1160124;442990
16765;1160125;442986
16766;1160126;442982
16767;1160127;442978
16768;1160128;442974
16769;1160130;442969
16770;1160131;442965
16771;1160132;442961
16772;1160133;442957
16773;1160134;442953
16774;1160135;442949
16775;1160136;442945
16776;1160137;442941
16777;1160138;442937
16778;1160139;442933
16779;1160140;442929
16780;1160141;442925
16781;1160142;442921
16782;1160143;442917
16783;1160144;442913
16784;1160145;442908
16785;1160146;442904
16786;1160148;442900
16787;1160149;442896
16788;1160150;442892
16789;1160151;442888
16790;1160152;442884
16791;1160153;442880
16792;1160154;442876
16793;1160155;442872
16794;1160156;442868
16795;1160157;442864
16796;1160158;442860
16797;1160159;442856
16798;1160160;442851
16799;1160161;442847
16800;1160162;442843
16801;1160163;442839
16802;1160164;442835
16803;1160165;442831
16804;1160166;442827
16805;1160167;442823
16806;1160168;442819
16807;1160170;442815
16808;1160171;442811
16809;1160172;442807
16810;1160173;442802
16811;1160174;442798
16812;1160175;442794
16813;1160176;442790
16814;1160177;442786
16815;1160178;442782
16816;1160179;442778
16817;1160180;442774
16818;1160181;442770
16819;1160182;442766
16820;1160183;442762
16821;1160184;442758
16822;1160185;442754
16823;1160186;442750
16824;1160188;442746
16825;1160189;442741
16826;1160190;442737
16827;1160191;442733
16828;1160192;442729
16829;1160193;442725
16830;1160194;442721
16831;1160195;442717
16832;1160196;442713
16833;1160197;442709
16834;1160198;442705
16835;1160199;442701
16836;1160200;442697
16837;1160201;442693
16838;1160202;442689
16839;1160203;442685
16840;1160204;442680
16841;1160205;442676
16842;1160207;442672
16843;1160208;442668
16844;1160210;442660
16845;1160211;442656
16846;1160212;442652
16847;1160213;442648
16848;1160214;442644
16849;1160215;442640
16850;1160216;442636
16851;1160217;442632
16852;1160218;442628
16853;1160219;442623
16854;1160220;442619
16855;1160221;442615
16856;1160222;442611
16857;1160223;442607
16858;1160225;442603
16859;1160225;442599
16860;1160226;442595
16861;1160228;442591
16862;1160229;442587
16863;1160230;442583
16864;1160231;442579
16865;1160232;442574
16866;1160233;442570
16867;1160234;442566
16868;1160235;442562
16869;1160236;442558
16870;1160237;442554
16871;1160238;442550
16872;1160239;442546
16873;1160240;442542
16874;1160241;442538
16875;1160242;442534
16876;1160244;442530
16877;1160245;442526
16878;1160246;442522
16879;1160247;442518
16880;1160248;442514
16881;1160249;442510
16882;1160250;442506
16883;1160251;442501
16884;1160252;442497
16885;1160253;442493
16886;1160254;442489
16887;1160255;442485
16888;1160256;442481
16889;1160257;442477
16890;1160258;442473
16891;1160259;442469
16892;1160260;442465
16893;1160262;442461
16894;1160263;442457
16895;1160264;442453
16896;1160265;442448
16897;1160266;442444
16898;1160267;442440
16899;1160268;442436
16900;1160269;442432
16901;1160270;442428
16902;1160271;442424
16903;1160272;442420
16904;1160273;442416
16905;1160275;442412
16906;1160276;442408
16907;1160277;442404
16908;1160278;442400
16909;1160279;442396
16910;1160280;442392
16911;1160281;442388
16912;1160282;442383
16913;1160283;442379
16914;1160284;442375
16915;1160285;442371
16916;1160286;442367
16917;1160287;442363
16918;1160288;442359
16919;1160289;442355
16920;1160290;442351
16921;1160291;442347
16922;1160292;442343
16923;1160293;442339
16924;1160294;442335
16925;1160295;442331
16926;1160296;442326
16927;1160297;442322
16928;1160298;442318
16929;1160299;442314
16930;1160300;442310
16931;1160302;442306
16932;1160303;442302
16933;1160304;442298
16934;1160305;442294
16935;1160306;442290
16936;1160307;442286
16937;1160308;442282
16938;1160309;442278
16939;1160310;442274
16940;1160311;442270
16941;1160312;442265
16942;1160313;442261
16943;1160314;442257
16944;1160315;442253
16945;1160316;442249
16946;1160317;442245
16947;1160319;442241
16948;1160319;442237
16949;1160320;442233
16950;1160322;442229
16951;1160323;442225
16952;1160324;442221
16953;1160326;442213
16954;1160327;442209
16955;1160328;442204
16956;1160329;442200
16957;1160330;442196
16958;1160331;442192
16959;1160332;442188
16960;1160333;442184
16961;1160334;442180
16962;1160335;442176
16963;1160336;442172
16964;1160337;442168
16965;1160338;442164
16966;1160339;442160
16967;1160339;442155
16968;1160340;442151
16969;1160341;442147
16970;1160342;442143
16971;1160342;442139
16972;1160343;442135
16973;1160343;442131
16974;1160344;442126
16975;1160344;442122
16976;1160345;442118
16977;1160345;442114
16978;1160345;442110
16979;1160346;442106
16980;1160346;442101
16981;1160346;442097
16982;1160346;442093
16983;1160347;442089
16984;1160347;442085
16985;1160347;442080
16986;1160347;442076
16987;1160347;442072
16988;1160347;442068
16989;1160347;442064
16990;1160347;442059
16991;1160347;442055
16992;1160346;442051
16993;1160346;442047
16994;1160346;442043
16995;1160345;442039
16996;1160345;442034
16997;1160344;442030
16998;1160344;442026
16999;1160343;442022
17000;1160343;442018
17001;1160342;442014
17002;1160341;442010
17003;1160341;442006
17004;1160340;442001
17005;1160339;441997
17006;1160338;441993
17007;1160337;441989
17008;1160336;441985
17009;1160335;441981
17010;1160334;441977
17011;1160333;441973
17012;1160332;441969
17013;1160330;441965
17014;1160329;441961
17015;1160328;441957
17016;1160327;441953
17017;1160325;441949
17018;1160324;441945
17019;1160323;441941
17020;1160321;441937
17021;1160320;441933
17022;1160318;441929
17023;1160317;441925
17024;1160315;441921
17025;1160313;441918
17026;1160312;441914
17027;1160310;441910
17028;1160308;441906
17029;1160306;441902
17030;1160305;441898
17031;1160303;441895
17032;1160301;441891
17033;1160299;441887
17034;1160297;441884
17035;1160295;441880
17036;1160293;441876
17037;1160291;441873
17038;1160289;441869
17039;1160286;441865
17040;1160284;441862
17041;1160282;441858
17042;1160280;441855
17043;1160277;441851
17044;1160275;441848
17045;1160272;441845
17046;1160270;441841
17047;1160267;441838
17048;1160265;441835
17049;1160262;441831
17050;1160260;441828
17051;1160257;441825
17052;1160254;441821
17053;1160252;441818
17054;1160249;441815
17055;1160246;441812
17056;1160244;441808
17057;1160241;441805
17058;1160239;441802
17059;1160236;441798
17060;1160233;441795
17061;1160231;441792
